sdmx-dimension:refPeriod,dcat:measure_1_value,dcat-dimension:thing,sdmx-attribute:refArea,sdmx-attribute:unitMeasure
2012-11-15,0.1176470588,Wheat flour - Retail,South Sudan - Jau,$/kg
2012-12-15,0.1139705882125,Wheat flour - Retail,South Sudan - Jau,$/kg
2013-01-15,0.10294117644999999,Wheat flour - Retail,South Sudan - Jau,$/kg
2013-02-15,0.0919117646875,Wheat flour - Retail,South Sudan - Jau,$/kg
2013-03-15,0.0882352941,Wheat flour - Retail,South Sudan - Jau,$/kg
2014-01-15,0.10294117644999999,Wheat flour - Retail,South Sudan - Jau,$/kg
2014-02-15,0.0882352941,Wheat flour - Retail,South Sudan - Jau,$/kg
2014-03-15,0.07352941175,Wheat flour - Retail,South Sudan - Jau,$/kg
2014-04-15,0.07352941175,Wheat flour - Retail,South Sudan - Jau,$/kg
2014-05-15,0.07352941175,Wheat flour - Retail,South Sudan - Jau,$/kg
2014-06-15,0.07352941175,Wheat flour - Retail,South Sudan - Jau,$/kg
2014-07-15,0.07352941175,Wheat flour - Retail,South Sudan - Jau,$/kg
2015-05-15,0.16176470585,Wheat flour - Retail,South Sudan - Jau,$/kg
2015-06-15,0.22058823525,Wheat flour - Retail,South Sudan - Jau,$/kg
2015-07-15,0.36764705875,Wheat flour - Retail,South Sudan - Jau,$/kg
2015-08-15,0.2352941176,Wheat flour - Retail,South Sudan - Jau,$/kg
2015-09-15,0.25294117641999997,Wheat flour - Retail,South Sudan - Jau,$/kg
2015-11-15,0.294117647,Wheat flour - Retail,South Sudan - Jau,$/kg
2015-12-15,0.588235294,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-01-15,0.588235294,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-02-15,0.588235294,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-03-15,0.588235294,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-04-15,0.5404411763625,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-05-15,0.522058823425,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-07-15,0.95588235275,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-08-15,1.507352940875,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-10-15,1.0294117645,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-11-15,0.9235294115799999,Wheat flour - Retail,South Sudan - Jau,$/kg
2016-12-15,0.9926470586249999,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-02-15,1.801470587875,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-03-15,1.470588235,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-04-15,2.10294117605,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-05-15,2.10294117605,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-06-15,2.0882352937,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-07-15,2.058823529,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-08-15,2.058823529,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-10-15,2.3235294113,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-11-15,1.9117647055,Wheat flour - Retail,South Sudan - Jau,$/kg
2017-12-15,1.66176470555,Wheat flour - Retail,South Sudan - Jau,$/kg
2018-01-15,2.058823529,Wheat flour - Retail,South Sudan - Jau,$/kg
2018-03-15,2.647058823,Wheat flour - Retail,South Sudan - Jau,$/kg
2018-04-15,3.57352941105,Wheat flour - Retail,South Sudan - Jau,$/kg
2018-06-15,3.7058823521999997,Wheat flour - Retail,South Sudan - Jau,$/kg
2018-07-15,4.2352941168,Wheat flour - Retail,South Sudan - Jau,$/kg
2018-08-15,3.74999999925,Wheat flour - Retail,South Sudan - Jau,$/kg
2019-03-15,3.7941176462999997,Wheat flour - Retail,South Sudan - Jau,$/kg
2019-03-15,1.1764705879999997,Maize (white) - Wholesale,South Sudan - Jau,$/kg
2009-04-15,0.019327731088571422,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-05-15,0.017647058819999995,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-06-15,0.018907563021428566,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-07-15,0.024264705877499994,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-08-15,0.01806722688714285,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-09-15,0.02521008402857142,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-10-15,0.02521008402857142,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-11-15,0.02521008402857142,Maize (white) - Retail,South Sudan - Jau,$/kg
2009-12-15,0.02030798318921571,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-01-15,0.01974789915571428,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-02-15,0.023109243692857134,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-04-15,0.024860084028641424,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-05-15,0.023109243692857134,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-06-15,0.02626050419642856,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-07-15,0.02521008402857142,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-09-15,0.023109243692857134,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-11-15,0.03151260503571428,Maize (white) - Retail,South Sudan - Jau,$/kg
2010-12-15,0.021008403357142852,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-01-15,0.021008403357142852,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-02-15,0.021008403357142852,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-03-15,0.021008403357142852,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-04-15,0.02521008402857142,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-05-15,0.02521008402857142,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-06-15,0.02801134453221285,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-07-15,0.03151260503571428,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-09-15,0.057773109232142836,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-10-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-11-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2011-12-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-01-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-02-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-03-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-04-15,0.05462184872857141,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-05-15,0.06197478990357141,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-07-15,0.03361344537142856,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-08-15,0.03697478990857142,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-09-15,0.05798319326571427,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-10-15,0.04831932772142856,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-11-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2012-12-15,0.05042016805714284,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-01-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-02-15,0.03781512604285713,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-03-15,0.04285714284857141,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-04-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-05-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-06-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-07-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-08-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-09-15,0.044117647049999986,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-10-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-11-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2013-12-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-01-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-02-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-03-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-04-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-05-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-06-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-07-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-08-15,0.05042016805714284,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-09-15,0.05042016805714284,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-10-15,0.042016806714285704,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-11-15,0.05567226889642855,Maize (white) - Retail,South Sudan - Jau,$/kg
2014-12-15,0.05042016805714284,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-01-15,0.04705882351999998,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-02-15,0.05042016805714284,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-03-15,0.05042016805714284,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-04-15,0.07563025208571426,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-05-15,0.08907563023428568,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-06-15,0.11008403359142853,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-07-15,0.12394957980714282,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-08-15,0.1260504201428571,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-09-15,0.10504201678571425,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-11-15,0.16806722685714282,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-01-15,0.14705882349999996,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-02-15,0.17226890752857138,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-03-15,0.26260504196428563,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-04-15,0.309873949517857,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-05-15,0.31512605035714275,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-07-15,0.35714285707142845,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-08-15,1.0504201678571425,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-10-15,0.7878151258928568,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-11-15,0.8193277309285711,Maize (white) - Retail,South Sudan - Jau,$/kg
2016-12-15,0.9117647056999997,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-02-15,0.9453781510714283,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-03-15,0.8949579830142854,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-04-15,1.0336134451714283,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-05-15,1.3865546215714282,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-06-15,1.4201680669428567,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-07-15,1.7142857139428567,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-08-15,1.5756302517857137,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-10-15,1.008403361142857,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-11-15,0.8823529409999997,Maize (white) - Retail,South Sudan - Jau,$/kg
2017-12-15,1.016806722485714,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-01-15,1.1344537812857138,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-03-15,1.6302521005142852,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-04-15,1.8403361340857136,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-06-15,1.8907563021428566,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-07-15,1.9453781508714278,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-08-15,1.9957983189285708,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-09-15,1.9957983189285708,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-10-15,1.806722688714285,Maize (white) - Retail,South Sudan - Jau,$/kg
2018-12-15,1.680672268571428,Maize (white) - Retail,South Sudan - Jau,$/kg
2015-05-15,0.06806722687714283,Cassava - Retail,South Sudan - Jau,$/kg
2015-06-15,0.08403361342857141,Cassava - Retail,South Sudan - Jau,$/kg
2015-07-15,0.07563025208571426,Cassava - Retail,South Sudan - Jau,$/kg
2015-08-15,0.07563025208571426,Cassava - Retail,South Sudan - Jau,$/kg
2015-09-15,0.07142857141428569,Cassava - Retail,South Sudan - Jau,$/kg
2015-10-15,0.09453781510714282,Cassava - Retail,South Sudan - Jau,$/kg
2015-11-15,0.09747899157714282,Cassava - Retail,South Sudan - Jau,$/kg
2015-12-15,0.1260504201428571,Cassava - Retail,South Sudan - Jau,$/kg
2016-01-15,0.17647058819999994,Cassava - Retail,South Sudan - Jau,$/kg
2016-02-15,0.1386554621571428,Cassava - Retail,South Sudan - Jau,$/kg
2016-03-15,0.22058823524999993,Cassava - Retail,South Sudan - Jau,$/kg
2016-04-15,0.26155462179642847,Cassava - Retail,South Sudan - Jau,$/kg
2016-05-15,0.27310924364285705,Cassava - Retail,South Sudan - Jau,$/kg
2016-07-15,0.33613445371428563,Cassava - Retail,South Sudan - Jau,$/kg
2016-08-15,0.7240894956535012,Cassava - Retail,South Sudan - Jau,$/kg
2016-10-15,0.8130252099214283,Cassava - Retail,South Sudan - Jau,$/kg
2016-11-15,0.7142857141428569,Cassava - Retail,South Sudan - Jau,$/kg
2016-12-15,0.6974789914571426,Cassava - Retail,South Sudan - Jau,$/kg
2017-02-15,1.0210084031571425,Cassava - Retail,South Sudan - Jau,$/kg
2017-03-15,1.054621848528571,Cassava - Retail,South Sudan - Jau,$/kg
2017-04-15,0.9525210082128568,Cassava - Retail,South Sudan - Jau,$/kg
2017-05-15,1.0504201678571425,Cassava - Retail,South Sudan - Jau,$/kg
2017-06-15,1.0504201678571425,Cassava - Retail,South Sudan - Jau,$/kg
2017-07-15,1.680672268571428,Cassava - Retail,South Sudan - Jau,$/kg
2017-08-15,1.5756302517857137,Cassava - Retail,South Sudan - Jau,$/kg
2017-10-15,1.0504201678571425,Cassava - Retail,South Sudan - Jau,$/kg
2017-11-15,1.0714285712142853,Cassava - Retail,South Sudan - Jau,$/kg
2017-12-15,1.0504201678571425,Cassava - Retail,South Sudan - Jau,$/kg
2018-01-15,1.8907563021428566,Cassava - Retail,South Sudan - Jau,$/kg
2018-03-15,1.260504201428571,Cassava - Retail,South Sudan - Jau,$/kg
2018-04-15,1.3151260501571425,Cassava - Retail,South Sudan - Jau,$/kg
2018-06-15,2.890756301942856,Cassava - Retail,South Sudan - Jau,$/kg
2018-07-15,3.361344537142856,Cassava - Retail,South Sudan - Jau,$/kg
2018-08-15,2.5756302515857135,Cassava - Retail,South Sudan - Jau,$/kg
2018-09-15,2.3109243692857135,Cassava - Retail,South Sudan - Jau,$/kg
2018-10-15,2.478991596142856,Cassava - Retail,South Sudan - Jau,$/kg
2018-12-15,1.8907563021428566,Cassava - Retail,South Sudan - Jau,$/kg
2019-03-15,1.5126050417142851,Cassava - Retail,South Sudan - Jau,$/kg
2009-05-15,0.1176470588,Beans (red) - Retail,South Sudan - Jau,$/kg
2009-06-15,0.0992647058625,Beans (red) - Retail,South Sudan - Jau,$/kg
2009-07-15,0.1176470588,Beans (red) - Retail,South Sudan - Jau,$/kg
2009-08-15,0.16176470585,Beans (red) - Retail,South Sudan - Jau,$/kg
2009-09-15,0.0992647058625,Beans (red) - Retail,South Sudan - Jau,$/kg
2009-10-15,0.1176470588,Beans (red) - Retail,South Sudan - Jau,$/kg
2009-11-15,0.11948529409375,Beans (red) - Retail,South Sudan - Jau,$/kg
2009-12-15,0.0882352941,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-01-15,0.1286764705625,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-02-15,0.13235294115,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-03-15,0.12254852938725498,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-04-15,0.1176470588,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-05-15,0.12132352938749999,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-06-15,0.124999999975,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-07-15,0.12647058820999998,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-09-15,0.16176470585,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-11-15,0.1764705882,Beans (red) - Retail,South Sudan - Jau,$/kg
2010-12-15,0.1176470588,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-01-15,0.1176470588,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-02-15,0.13235294115,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-03-15,0.16176470585,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-04-15,0.1176470588,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-05-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-06-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-07-15,0.213235294075,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-08-15,0.2095588234875,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-09-15,0.2647058823,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-10-15,0.27941176465,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-11-15,0.294117647,Beans (red) - Retail,South Sudan - Jau,$/kg
2011-12-15,0.294117647,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-01-15,0.294117647,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-02-15,0.272058823475,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-03-15,0.27058823524,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-04-15,0.2647058823,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-05-15,0.28676470582499997,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-06-15,0.257352941125,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-07-15,0.213235294075,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-08-15,0.20882352936999998,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-09-15,0.2647058823,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-10-15,0.28676470582499997,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-11-15,0.294117647,Beans (red) - Retail,South Sudan - Jau,$/kg
2012-12-15,0.294117647,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-01-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-02-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-03-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-04-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-05-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-06-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-07-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-08-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-09-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-10-15,0.22058823525,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-11-15,0.1470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2013-12-15,0.16176470585,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-01-15,0.2647058823,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-02-15,0.2647058823,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-03-15,0.20588235289999998,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-04-15,0.20588235289999998,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-05-15,0.20588235289999998,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-06-15,0.20588235289999998,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-07-15,0.20588235289999998,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-08-15,0.1764705882,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-09-15,0.1764705882,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-10-15,0.18137205878725499,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-11-15,0.2352941176,Beans (red) - Retail,South Sudan - Jau,$/kg
2014-12-15,0.4411764705,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-01-15,0.16176470585,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-02-15,0.154411764675,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-03-15,0.154411764675,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-04-15,0.16176470585,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-05-15,0.16470588232,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-06-15,0.24999999995,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-07-15,0.40882352933,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-08-15,0.294117647,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-09-15,0.294117647,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-10-15,0.38970588227499997,Beans (red) - Retail,South Sudan - Jau,$/kg
2015-12-15,0.374999999925,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-01-15,0.588235294,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-02-15,0.882352941,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-03-15,0.6066176469375,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-04-15,0.66176470575,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-05-15,0.66176470575,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-07-15,2.27941176425,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-08-15,1.470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-10-15,1.470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-11-15,1.470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2016-12-15,1.470588235,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-02-15,2.30294117601,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-03-15,2.11470588193,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-04-15,2.10294117605,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-05-15,4.2352941168,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-06-15,5.8529411753,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-07-15,6.3235294105,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-08-15,5.514705881249999,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-10-15,4.999999999,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-11-15,6.3235294105,Beans (red) - Retail,South Sudan - Jau,$/kg
2017-12-15,6.470588234,Beans (red) - Retail,South Sudan - Jau,$/kg
2018-01-15,6.6176470575,Beans (red) - Retail,South Sudan - Jau,$/kg
2018-02-15,6.54411764575,Beans (red) - Retail,South Sudan - Jau,$/kg
2018-03-15,3.529411764,Beans (red) - Retail,South Sudan - Jau,$/kg
2018-04-15,6.80882352805,Beans (red) - Retail,South Sudan - Jau,$/kg
2018-06-15,6.9117647044999995,Beans (red) - Retail,South Sudan - Jau,$/kg
2018-07-15,7.352941175,Beans (red) - Retail,South Sudan - Jau,$/kg
